# Title: October 2023 - September 2024 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
MS-061,Jasper County,Mississippi,66.5,2.4,125,64
MS-063,Jefferson County,Mississippi,66.7,1.6,116,65.1
MS-065,Jefferson Davis County,Mississippi,67.1,2.2,124,64.9
MS-067,Jones County,Mississippi,66.9,1.9,121,65
MS-069,Kemper County,Mississippi,65.8,2.5,128,63.2
MS-071,Lafayette County,Mississippi,63.6,1.8,121,61.8
MS-073,Lamar County,Mississippi,67.4,1.9,121,65.5
MS-075,Lauderdale County,Mississippi,66.2,2.7,126,63.5
MS-077,Lawrence County,Mississippi,67.4,2.3,125,65.1
MS-079,Leake County,Mississippi,65.5,2.4,124,63.1
MS-081,Lee County,Mississippi,64.3,2.5,124,61.8
MS-083,Leflore County,Mississippi,66.5,3.3,127,63.3
MS-085,Lincoln County,Mississippi,66.9,2,124,64.9
MS-087,Lowndes County,Mississippi,65.2,2.2,123,63
MS-089,Madison County,Mississippi,66.3,2.1,124,64.2
MS-091,Marion County,Mississippi,67.7,2,122,65.7
MS-093,Marshall County,Mississippi,63,2.1,123,60.9
MS-095,Monroe County,Mississippi,64.6,2.2,124,62.4
MS-097,Montgomery County,Mississippi,64.4,2.1,125,62.3
MS-099,Neshoba County,Mississippi,65.5,2.7,128,62.8
MS-101,Newton County,Mississippi,66,2.7,126,63.3
MS-103,Noxubee County,Mississippi,65.6,2.5,126,63.1
MS-105,Oktibbeha County,Mississippi,65.1,2.4,125,62.7
MS-107,Panola County,Mississippi,64.1,2,123,62.1
MS-109,Pearl River County,Mississippi,68.1,2.3,124,65.8
MS-111,Perry County,Mississippi,67.4,1.9,121,65.5
MS-113,Pike County,Mississippi,67.4,2.1,120,65.3
MS-115,Pontotoc County,Mississippi,63.9,2.2,122,61.7
MS-117,Prentiss County,Mississippi,63.3,2.6,127,60.7
MS-119,Quitman County,Mississippi,64.8,2.4,124,62.4
MS-121,Rankin County,Mississippi,66.6,2.5,126,64.1
MS-123,Scott County,Mississippi,65.9,2.5,125,63.4
MS-125,Sharkey County,Mississippi,66.6,2.4,125,64.1
MS-127,Simpson County,Mississippi,66.9,2.5,126,64.4
MS-129,Smith County,Mississippi,66.5,2.4,126,64.1
MS-131,Stone County,Mississippi,67.9,2.1,126,65.8
MS-133,Sunflower County,Mississippi,65.7,2.4,126,63.3
MS-135,Tallahatchie County,Mississippi,65.3,2.6,125,62.7
MS-137,Tate County,Mississippi,63.7,1.9,122,61.8
MS-139,Tippah County,Mississippi,62.7,2.4,125,60.3
MS-141,Tishomingo County,Mississippi,62.8,2.7,127,60.1
MS-143,Tunica County,Mississippi,64.3,2.3,124,62
MS-145,Union County,Mississippi,63.6,2.3,125,61.2
MS-147,Walthall County,Mississippi,67.5,2.1,122,65.4
MS-149,Warren County,Mississippi,67,2.3,124,64.7
MS-151,Washington County,Mississippi,65.7,2,123,63.7
MS-153,Wayne County,Mississippi,66.8,1.9,121,64.9
MS-155,Webster County,Mississippi,64.2,2,123,62.2
MS-157,Wilkinson County,Mississippi,67.6,1.6,119,65.9
MS-159,Winston County,Mississippi,65,2.6,126,62.4
MS-161,Yalobusha County,Mississippi,64.2,2,124,62.2
MS-163,Yazoo County,Mississippi,66.7,2.4,124,64.4
MO-001,Adair County,Missouri,55,3.9,128,51.1
MO-003,Andrew County,Missouri,55.9,3.6,128,52.3
MO-005,Atchison County,Missouri,54.7,3.2,124,51.5
MO-007,Audrain County,Missouri,56.5,3.3,126,53.2
MO-009,Barry County,Missouri,59.3,3,128,56.3
MO-011,Barton County,Missouri,59.2,2.4,123,56.8
MO-013,Bates County,Missouri,58.1,2.5,122,55.6
MO-015,Benton County,Missouri,58,3,125,55
MO-017,Bollinger County,Missouri,58.9,2.7,126,56.2
MO-019,Boone County,Missouri,57.5,3.4,127,54.1
MO-021,Buchanan County,Missouri,56.8,3.8,128,53
MO-023,Butler County,Missouri,60.7,2.7,126,58
MO-025,Caldwell County,Missouri,55.5,3.1,126,52.4
MO-027,Callaway County,Missouri,57.8,3.5,128,54.2
MO-029,Camden County,Missouri,59.1,3.7,128,55.4
MO-031,Cape Girardeau County,Missouri,59.4,3.2,127,56.2
MO-033,Carroll County,Missouri,56.2,2.8,123,53.3
MO-035,Carter County,Missouri,59.4,3.3,127,56.1
MO-037,Cass County,Missouri,57.8,3.6,127,54.3
MO-039,Cedar County,Missouri,59.6,3.3,128,56.3
MO-041,Chariton County,Missouri,56.5,3.2,125,53.3
MO-043,Christian County,Missouri,58.3,2.9,125,55.4
MO-045,Clark County,Missouri,54.8,3.1,127,51.7
MO-047,Clay County,Missouri,57.3,3.9,128,53.4
MO-049,Clinton County,Missouri,56.3,3.9,128,52.4
MO-051,Cole County,Missouri,58.8,3.7,128,55.1
MO-053,Cooper County,Missouri,57.8,3.6,128,54.1
MO-055,Crawford County,Missouri,57.5,3.2,128,54.2
MO-057,Dade County,Missouri,59.5,3.3,127,56.3
MO-059,Dallas County,Missouri,58.2,3.1,127,55.2
MO-061,Daviess County,Missouri,55.4,3.4,128,52.1
MO-063,DeKalb County,Missouri,55.8,3.8,128,52
MO-065,Dent County,Missouri,57.1,2.6,123,54.5
MO-067,Douglas County,Missouri,58.6,3.2,128,55.4
MO-069,Dunklin County,Missouri,62,2.9,125,59.1
MO-071,Franklin County,Missouri,57.9,3.5,128,54.3
MO-073,Gasconade County,Missouri,58,3.7,128,54.2
MO-075,Gentry County,Missouri,55.3,3.9,128,51.4
MO-077,Greene County,Missouri,58.6,3.3,128,55.3
MO-079,Grundy County,Missouri,55.2,3.1,127,52.1
MO-081,Harrison County,Missouri,54.9,3.9,128,51
MO-083,Henry County,Missouri,58.2,2.9,125,55.3
MO-085,Hickory County,Missouri,58.5,3,128,55.4
MO-087,Holt County,Missouri,55.8,3.4,126,52.4
MO-089,Howard County,Missouri,57.4,3.7,128,53.7
MO-091,Howell County,Missouri,59.5,4,128,55.5
MO-093,Iron County,Missouri,57.6,3.2,128,54.4
MO-095,Jackson County,Missouri,57.7,3.9,128,53.9
MO-097,Jasper County,Missouri,59.9,2.9,126,57
MO-099,Jefferson County,Missouri,58.8,3.7,127,55.1
MO-101,Johnson County,Missouri,57.7,3.7,127,54.1
MO-103,Knox County,Missouri,54.9,3.5,128,51.5
MO-105,Laclede County,Missouri,58.4,3.3,128,55.1
MO-107,Lafayette County,Missouri,57.3,3.6,128,53.6
MO-109,Lawrence County,Missouri,59.1,3.1,127,56
MO-111,Lewis County,Missouri,55.1,2.8,127,52.3
MO-113,Lincoln County,Missouri,57,3.4,127,53.6
MO-115,Linn County,Missouri,55.4,2.9,124,52.5
MO-117,Livingston County,Missouri,55.4,2.6,121,52.8
MO-119,McDonald County,Missouri,60.4,3.1,127,57.3
MO-121,Macon County,Missouri,55.7,3.6,127,52.1
MO-123,Madison County,Missouri,58.1,3,126,55.2
MO-125,Maries County,Missouri,58.8,3.7,128,55.1
MO-127,Marion County,Missouri,56,3.2,127,52.8
MO-129,Mercer County,Missouri,54.5,3.4,128,51
MO-131,Miller County,Missouri,59.2,4,128,55.3
MO-133,Mississippi County,Missouri,60.9,3.1,127,57.8
MO-135,Moniteau County,Missouri,58.1,3.6,128,54.5
MO-137,Monroe County,Missouri,56,3.2,126,52.9
MO-139,Montgomery County,Missouri,57,3.5,127,53.5
MO-141,Morgan County,Missouri,58.1,3.6,127,54.5
MO-143,New Madrid County,Missouri,61.3,2.8,124,58.5
MO-145,Newton County,Missouri,60.2,3.3,127,56.9
MO-147,Nodaway County,Missouri,54.7,3.7,127,51
MO-149,Oregon County,Missouri,59.9,3.8,128,56.1
MO-151,Osage County,Missouri,58.8,3.8,128,55
MO-153,Ozark County,Missouri,59.3,3.1,128,56.2
MO-155,Pemiscot County,Missouri,62.2,2.9,125,59.3
MO-157,Perry County,Missouri,58.6,3.1,127,55.4
MO-159,Pettis County,Missouri,57.6,3.4,127,54.2
MO-161,Phelps County,Missouri,58.3,3.2,126,55.1
MO-163,Pike County,Missouri,56.5,3.4,126,53.1
MO-165,Platte County,Missouri,57.5,4,128,53.5
MO-167,Polk County,Missouri,59.1,3.6,128,55.5
MO-169,Pulaski County,Missouri,58.9,3.6,126,55.3
MO-171,Putnam County,Missouri,54.2,3.3,127,50.9
MO-173,Ralls County,Missouri,56.4,3.5,128,52.9
MO-175,Randolph County,Missouri,56.4,3.5,125,52.9
MO-177,Ray County,Missouri,56.5,3.4,127,53.1
MO-179,Reynolds County,Missouri,57.9,3.1,126,54.8
MO-181,Ripley County,Missouri,60.4,3.2,127,57.2
MO-183,St. Charles County,Missouri,58.3,3.7,127,54.7
MO-185,St. Clair County,Missouri,58.8,2.8,126,56
MO-186,Ste. Genevieve County,Missouri,58.4,3.2,128,55.2
MO-187,St. Francois County,Missouri,58,3.4,128,54.6
MO-189,St. Louis County,Missouri,58.9,3.7,128,55.2
MO-195,Saline County,Missouri,57.2,3.4,127,53.8
MO-197,Schuyler County,Missouri,54.5,3.8,128,50.7
MO-199,Scotland County,Missouri,54.8,3.7,128,51.1
MO-201,Scott County,Missouri,60.4,3.2,127,57.3
MO-203,Shannon County,Missouri,58.8,3.5,125,55.3
MO-205,Shelby County,Missouri,55.1,3,127,52.2
MO-207,Stoddard County,Missouri,60.6,2.6,125,57.9
MO-209,Stone County,Missouri,59,2.6,124,56.4
MO-211,Sullivan County,Missouri,54.7,3.2,127,51.5
MO-213,Taney County,Missouri,59.3,2.7,126,56.6
MO-215,Texas County,Missouri,58.1,3.2,126,54.9
MO-217,Vernon County,Missouri,59,2.5,124,56.5
MO-219,Warren County,Missouri,57.4,3.6,127,53.8
MO-221,Washington County,Missouri,57.9,3.6,128,54.3
MO-223,Wayne County,Missouri,59,2.7,126,56.4
MO-225,Webster County,Missouri,57.5,3,126,54.5
MO-227,Worth County,Missouri,54.5,4.1,128,50.4
MO-229,Wright County,Missouri,58,3.2,128,54.8
MO-510,St. Louis City,Missouri,59.3,3.8,128,55.5
MT-001,Beaverhead County,Montana,40.1,3.3,126,36.8
MT-003,Big Horn County,Montana,47.4,3.4,124,44
MT-005,Blaine County,Montana,44.6,3.4,121,41.2
MT-007,Broadwater County,Montana,44.5,2.8,122,41.7
MT-009,Carbon County,Montana,45.1,3.8,126,41.3
MT-011,Carter County,Montana,46.6,3.8,126,42.9
MT-013,Cascade County,Montana,45,2.8,118,42.2
MT-015,Chouteau County,Montana,45.7,2.9,118,42.8
MT-017,Custer County,Montana,47.5,3.5,122,44
MT-019,Daniels County,Montana,42.7,4.6,123,38.1
MT-021,Dawson County,Montana,45.9,3.8,122,42.1
MT-023,Deer Lodge County,Montana,39.5,2.7,123,36.8
MT-025,Fallon County,Montana,46.1,3.4,123,42.6
MT-027,Fergus County,Montana,45.6,2.6,117,43
MT-029,Flathead County,Montana,41.8,3,124,38.8
MT-031,Gallatin County,Montana,41.9,3.2,126,38.6
MT-033,Garfield County,Montana,47.1,4.1,126,43
MT-035,Glacier County,Montana,41.7,3.6,125,38
MT-037,Golden Valley County,Montana,46.2,2.7,120,43.5
MT-039,Granite County,Montana,41.3,3.3,126,37.9
MT-041,Hill County,Montana,43.6,3.2,118,40.3
MT-043,Jefferson County,Montana,43.1,3.3,126,39.7
MT-045,Judith Basin County,Montana,43.4,2.7,119,40.7
MT-047,Lake County,Montana,45.1,2.8,125,42.3
MT-049,Lewis and Clark County,Montana,42.9,3.2,125,39.7
MT-051,Liberty County,Montana,43.7,3.3,118,40.5
MT-053,Lincoln County,Montana,43.4,3.1,124,40.3
MT-055,McCone County,Montana,45.8,4.1,126,41.7
MT-057,Madison County,Montana,41.8,3.2,126,38.6
MT-059,Meagher County,Montana,42.2,3.7,126,38.5
MT-061,Mineral County,Montana,43.7,2.5,125,41.2
MT-063,Missoula County,Montana,43.2,2.8,125,40.3
MT-065,Musselshell County,Montana,47.6,2.9,120,44.7
MT-067,Park County,Montana,41.3,3.5,125,37.8
MT-069,Petroleum County,Montana,47.7,2.9,117,44.8
MT-071,Phillips County,Montana,45.4,3.5,120,41.9
MT-073,Pondera County,Montana,43.7,3.4,122,40.3
MT-075,Powder River County,Montana,47.7,3.4,125,44.3
MT-077,Powell County,Montana,41.7,3.4,126,38.3
MT-079,Prairie County,Montana,46.7,3.7,125,43
MT-081,Ravalli County,Montana,42.3,3,127,39.3
MT-083,Richland County,Montana,45.4,4.1,123,41.2
MT-085,Roosevelt County,Montana,44.7,4.7,125,40.1
MT-087,Rosebud County,Montana,47.4,3.3,123,44
MT-089,Sanders County,Montana,43.9,1.9,111,42
MT-091,Sheridan County,Montana,44,5.3,128,38.7
MT-093,Silver Bow County,Montana,41.4,3.1,126,38.3
MT-095,Stillwater County,Montana,45.4,2.8,123,42.6
MT-097,Sweet Grass County,Montana,44.4,2.8,122,41.6
MT-099,Teton County,Montana,43.7,3.3,121,40.4
MT-101,Toole County,Montana,44,3.4,121,40.6
MT-103,Treasure County,Montana,47.8,3.1,122,44.6
MT-105,Valley County,Montana,44.3,4.2,121,40.1
MT-107,Wheatland County,Montana,44.5,2.7,122,41.8
MT-109,Wibaux County,Montana,46,3.6,123,42.3
MT-111,Yellowstone County,Montana,48.5,3.1,124,45.3
NE-001,Adams County,Nebraska,53.1,3,124,50.1
NE-003,Antelope County,Nebraska,50.8,3,123,47.8
NE-005,Arthur County,Nebraska,50.8,3.5,127,47.3
NE-007,Banner County,Nebraska,50.2,3.5,126,46.6
NE-009,Blaine County,Nebraska,51,2.8,123,48.2
NE-011,Boone County,Nebraska,51.4,3.4,125,47.9
NE-013,Box Butte County,Nebraska,49.8,3.7,126,46.1
NE-015,Boyd County,Nebraska,50.8,3,123,47.8
NE-017,Brown County,Nebraska,50.5,2.9,124,47.6
NE-019,Buffalo County,Nebraska,52.5,3.2,125,49.3
NE-021,Burt County,Nebraska,52.3,3.8,126,48.5
NE-023,Butler County,Nebraska,53,3.5,127,49.4
NE-025,Cass County,Nebraska,54,3.4,126,50.6
NE-027,Cedar County,Nebraska,50.7,3.4,126,47.2
NE-029,Chase County,Nebraska,53.6,3.8,127,49.8
NE-031,Cherry County,Nebraska,50.4,3.8,127,46.6
NE-033,Cheyenne County,Nebraska,51.1,3.5,126,47.6
NE-035,Clay County,Nebraska,53.3,3,124,50.3
NE-037,Colfax County,Nebraska,52.9,4.1,127,48.8
NE-039,Cuming County,Nebraska,51.7,3.4,126,48.3
NE-041,Custer County,Nebraska,51.4,3.2,125,48.1
NE-043,Dakota County,Nebraska,51.1,3.4,124,47.7
NE-045,Dawes County,Nebraska,50.4,3.8,126,46.6
NE-047,Dawson County,Nebraska,52.1,2.6,125,49.5
NE-049,Deuel County,Nebraska,51.7,2.9,126,48.7
NE-051,Dixon County,Nebraska,50.5,3.1,124,47.5
NE-053,Dodge County,Nebraska,53,3.9,127,49.1
NE-055,Douglas County,Nebraska,53.9,4,127,49.9
NE-057,Dundy County,Nebraska,54.2,3.6,126,50.6
NE-059,Fillmore County,Nebraska,53.6,3,122,50.6
NE-061,Franklin County,Nebraska,53.8,2.8,124,51
NE-063,Frontier County,Nebraska,53.2,3.1,125,50.1
NE-065,Furnas County,Nebraska,53.7,2.6,123,51.2
NE-067,Gage County,Nebraska,54.2,2.9,123,51.3
NE-069,Garden County,Nebraska,50.7,3.5,127,47.2
NE-071,Garfield County,Nebraska,49.8,2.4,115,47.3
NE-073,Gosper County,Nebraska,52.8,2.5,123,50.3
NE-075,Grant County,Nebraska,49.9,3.5,127,46.4
NE-077,Greeley County,Nebraska,51,2.9,125,48.1
NE-079,Hall County,Nebraska,52.9,3.2,125,49.6
NE-081,Hamilton County,Nebraska,53.2,3.2,126,49.9
NE-083,Harlan County,Nebraska,54,2.7,124,51.2
NE-085,Hayes County,Nebraska,53.3,3.3,126,49.9
NE-087,Hitchcock County,Nebraska,54.2,3.2,126,51
NE-089,Holt County,Nebraska,50.1,2.8,121,47.3
NE-091,Hooker County,Nebraska,50.4,3.1,126,47.3
NE-093,Howard County,Nebraska,52.2,3.1,125,49.1
NE-095,Jefferson County,Nebraska,54.4,3.2,123,51.2
NE-097,Johnson County,Nebraska,54.1,2.8,123,51.3
NE-099,Kearney County,Nebraska,52.9,2.9,124,50
NE-101,Keith County,Nebraska,52.2,3.3,126,48.9
NE-103,Keya Paha County,Nebraska,50.5,3.3,125,47.2
NE-105,Kimball County,Nebraska,49.2,3,126,46.2
NE-107,Knox County,Nebraska,50.9,3.2,124,47.7
NE-109,Lancaster County,Nebraska,54.3,3.7,126,50.6
NE-111,Lincoln County,Nebraska,52.1,3,126,49
NE-113,Logan County,Nebraska,51,2.9,125,48.1
NE-115,Loup County,Nebraska,50.3,2.7,119,47.6
NE-117,McPherson County,Nebraska,50.8,3,126,47.8
NE-119,Madison County,Nebraska,51.7,3.5,125,48.1
NE-121,Merrick County,Nebraska,53,3.4,126,49.6
NE-123,Morrill County,Nebraska,51,3.7,127,47.3
NE-125,Nance County,Nebraska,52.5,3.6,125,48.9
NE-127,Nemaha County,Nebraska,54.7,2.9,123,51.7
NE-129,Nuckolls County,Nebraska,53.9,3,123,50.9
NE-131,Otoe County,Nebraska,54.1,3,123,51.1
NE-133,Pawnee County,Nebraska,54.3,2.6,122,51.7
NE-135,Perkins County,Nebraska,52.6,3.4,126,49.1
NE-137,Phelps County,Nebraska,52.8,2.7,124,50.1
NE-139,Pierce County,Nebraska,51,3.3,126,47.6
NE-141,Platte County,Nebraska,52.4,3.9,126,48.6
NE-143,Polk County,Nebraska,53.4,3.9,127,49.6
NE-145,Red Willow County,Nebraska,54.4,3.5,127,50.9
NE-147,Richardson County,Nebraska,55.4,3.3,124,52.1
NE-149,Rock County,Nebraska,50,2.8,124,47.1
NE-151,Saline County,Nebraska,54.2,3.4,125,50.8
NE-153,Sarpy County,Nebraska,54.1,3.8,127,50.3
NE-155,Saunders County,Nebraska,53.7,4,127,49.8
NE-157,Scotts Bluff County,Nebraska,51.2,3.8,127,47.4
NE-159,Seward County,Nebraska,53.8,3.6,127,50.2
NE-161,Sheridan County,Nebraska,49.6,3.8,127,45.8
NE-163,Sherman County,Nebraska,51.8,3.2,125,48.6
NE-165,Sioux County,Nebraska,49.3,3.9,128,45.4
NE-167,Stanton County,Nebraska,52,3.7,127,48.2
NE-169,Thayer County,Nebraska,54.3,3.1,124,51.1
NE-171,Thomas County,Nebraska,50.9,2.7,126,48.2
NE-173,Thurston County,Nebraska,51.1,3.3,125,47.9
NE-175,Valley County,Nebraska,50.7,2.8,121,47.9
NE-177,Washington County,Nebraska,53.4,3.9,128,49.4
NE-179,Wayne County,Nebraska,50.8,3.2,125,47.6
NE-181,Webster County,Nebraska,53.8,2.9,125,50.9
NE-183,Wheeler County,Nebraska,50.3,2.7,119,47.6
NE-185,York County,Nebraska,53.6,3.3,126,50.2
NV-001,Churchill County,Nevada,52.9,2.4,123,50.5
NV-003,Clark County,Nevada,66.5,3.3,124,63.2
NV-005,Douglas County,Nevada,50.5,2.6,125,47.9
NV-007,Elko County,Nevada,47.1,2.7,125,44.4
NV-009,Esmeralda County,Nevada,54.8,3.8,125,51
NV-011,Eureka County,Nevada,48.3,3.1,126,45.2
NV-013,Humboldt County,Nevada,51.1,2.9,124,48.2
NV-015,Lander County,Nevada,49.9,2.8,122,47.1
NV-017,Lincoln County,Nevada,57.3,3.4,126,53.9
NV-019,Lyon County,Nevada,52.8,2.7,125,50
NV-021,Mineral County,Nevada,52.8,3.9,127,48.9
NV-023,Nye County,Nevada,54.1,3.6,127,50.5
NV-027,Pershing County,Nevada,52.2,2.3,123,49.9
NV-029,Storey County,Nevada,52.4,3,126,49.4
NV-031,Washoe County,Nevada,51,2.9,125,48.1
NV-033,White Pine County,Nevada,48.1,3.1,125,45
NV-510,Carson City,Nevada,51.8,3,126,48.8
NH-001,Belknap County,New Hampshire,48.6,4.7,129,43.9
NH-003,Carroll County,New Hampshire,47.4,5.2,129,42.2
NH-005,Cheshire County,New Hampshire,48.9,5,128,43.9
NH-007,Coos County,New Hampshire,43.7,5.2,129,38.5
NH-009,Grafton County,New Hampshire,46.2,5.3,129,40.8
NH-011,Hillsborough County,New Hampshire,50.1,4.9,129,45.2
NH-013,Merrimack County,New Hampshire,48.9,4.8,129,44.1
NH-015,Rockingham County,New Hampshire,50.5,4.3,128,46.2
NH-017,Strafford County,New Hampshire,49.1,4,128,45
NH-019,Sullivan County,New Hampshire,47.8,5.3,129,42.4
NJ-001,Atlantic County,New Jersey,56.8,4.1,127,52.7
NJ-003,Bergen County,New Jersey,55.8,4.8,127,51
NJ-005,Burlington County,New Jersey,57,4.1,127,52.9
NJ-007,Camden County,New Jersey,57.4,4.1,127,53.3
NJ-009,Cape May County,New Jersey,57.1,4,126,53.1
NJ-011,Cumberland County,New Jersey,57.2,4.1,127,53.1
NJ-013,Essex County,New Jersey,56.3,5,128,51.3
NJ-015,Gloucester County,New Jersey,57.5,4,127,53.5
NJ-017,Hudson County,New Jersey,57.5,4.8,127,52.7
NJ-019,Hunterdon County,New Jersey,54.2,4.6,127,49.6
NJ-021,Mercer County,New Jersey,56.1,4.3,126,51.8
NJ-023,Middlesex County,New Jersey,56.6,4.7,127,51.9
NJ-025,Monmouth County,New Jersey,56.5,4.5,127,52
NJ-027,Morris County,New Jersey,53.7,4.7,128,48.9
NJ-029,Ocean County,New Jersey,56.4,4.2,127,52.3
NJ-031,Passaic County,New Jersey,54,4.9,128,49.1
NJ-033,Salem County,New Jersey,57.4,3.8,126,53.6
NJ-035,Somerset County,New Jersey,55.4,4.7,127,50.7
NJ-037,Sussex County,New Jersey,52.3,4.7,128,47.6
NJ-039,Union County,New Jersey,56.8,5,127,51.8
NJ-041,Warren County,New Jersey,53.2,5,128,48.2
NM-001,Bernalillo County,New Mexico,55.3,3.1,126,52.2
NM-003,Catron County,New Mexico,50.1,2.3,123,47.7
NM-005,Chaves County,New Mexico,62.5,4.7,129,57.8
NM-006,Cibola County,New Mexico,50.5,2.2,122,48.3
NM-007,Colfax County,New Mexico,48.8,2.1,122,46.6
NM-009,Curry County,New Mexico,59.5,4,129,55.5
NM-011,De Baca County,New Mexico,60.6,4.1,127,56.5
NM-013,Dona Ana County,New Mexico,64,3.8,127,60.1
NM-015,Eddy County,New Mexico,64.6,4.1,129,60.5
NM-017,Grant County,New Mexico,57.8,2.9,126,54.9
NM-019,Guadalupe County,New Mexico,57.3,3.2,124,54.1
NM-021,Harding County,New Mexico,56,2.7,123,53.3
NM-023,Hidalgo County,New Mexico,61.9,3,127,59
NM-025,Lea County,New Mexico,63.2,3.8,129,59.4
NM-027,Lincoln County,New Mexico,57.8,4.5,129,53.3
NM-028,Los Alamos County,New Mexico,49,2.8,126,46.2
NM-029,Luna County,New Mexico,63.3,3.5,128,59.8
NM-031,McKinley County,New Mexico,51,2.6,125,48.3
NM-033,Mora County,New Mexico,49.7,2.8,125,46.9
NM-035,Otero County,New Mexico,60,3.4,128,56.6
NM-037,Quay County,New Mexico,59.5,3.1,126,56.4
NM-039,Rio Arriba County,New Mexico,47.3,2.7,123,44.6
NM-041,Roosevelt County,New Mexico,60.2,3.8,128,56.4
NM-043,Sandoval County,New Mexico,52,2.8,126,49.2
NM-045,San Juan County,New Mexico,54.1,3.7,128,50.4
NM-047,San Miguel County,New Mexico,54.4,2.5,122,51.9
NM-049,Santa Fe County,New Mexico,51,2.5,125,48.5
NM-051,Sierra County,New Mexico,60.1,3.5,128,56.6
NM-053,Socorro County,New Mexico,56.8,3.8,128,53
NM-055,Taos County,New Mexico,44.5,2.4,122,42.1
NM-057,Torrance County,New Mexico,52.8,3.2,126,49.6
NM-059,Union County,New Mexico,53.8,2.3,123,51.5
NM-061,Valencia County,New Mexico,57.1,3.1,126,54
NY-001,Albany County,New York,51.3,5,129,46.3
NY-003,Allegany County,New York,49.5,4.7,129,44.8
NY-005,Bronx County,New York,57.1,4.5,127,52.6
NY-007,Broome County,New York,49.7,4,128,45.7
NY-009,Cattaraugus County,New York,49.5,4.7,129,44.7
NY-011,Cayuga County,New York,50.5,4.4,128,46.1
NY-013,Chautauqua County,New York,50.8,4.9,129,45.9
NY-015,Chemung County,New York,50.3,4.4,129,45.9
NY-017,Chenango County,New York,48.4,4,128,44.4
NY-019,Clinton County,New York,47.4,5.6,129,41.8
NY-021,Columbia County,New York,52,4.9,128,47.1
NY-023,Cortland County,New York,48.4,4.2,128,44.2
NY-025,Delaware County,New York,47.9,4,128,43.8
NY-027,Dutchess County,New York,52.7,5,127,47.8
NY-029,Erie County,New York,51.3,5,129,46.2
NY-031,Essex County,New York,45.3,4.9,128,40.4
NY-033,Franklin County,New York,46,5.7,129,40.3
NY-035,Fulton County,New York,48.1,4.4,128,43.7
NY-037,Genesee County,New York,50.7,4.7,128,46
NY-039,Greene County,New York,49.7,4.7,128,45
NY-041,Hamilton County,New York,44.7,5,129,39.8
NY-043,Herkimer County,New York,46.5,4.7,129,41.8
NY-045,Jefferson County,New York,49.1,5.5,129,43.6
NY-047,Kings County,New York,57.6,4.5,127,53.1
NY-049,Lewis County,New York,46.8,5.5,129,41.3
NY-051,Livingston County,New York,51.3,5,129,46.3
NY-053,Madison County,New York,48.9,4.7,128,44.1
NY-055,Monroe County,New York,51.8,4.9,128,46.9
NY-057,Montgomery County,New York,50.2,4.2,128,45.9
NY-059,Nassau County,New York,56.3,4.4,127,51.9
NY-061,New York County,New York,57.5,4.6,127,52.9
NY-063,Niagara County,New York,51.5,4.6,127,47
NY-065,Oneida County,New York,48.9,4.9,129,44
NY-067,Onondaga County,New York,50.9,5.1,129,45.7
NY-069,Ontario County,New York,51,4.6,128,46.3
NY-071,Orange County,New York,52.5,4.6,127,47.9
NY-073,Orleans County,New York,51.1,4.4,127,46.6
NY-075,Oswego County,New York,50.4,5.5,129,44.9
NY-077,Otsego County,New York,47.7,3.7,128,44
NY-079,Putnam County,New York,53.1,4.8,127,48.3
NY-081,Queens County,New York,57,4.3,127,52.7
NY-083,Rensselaer County,New York,51,5.3,129,45.7
NY-085,Richmond County,New York,57.6,4.8,127,52.8
NY-087,Rockland County,New York,54.5,4.7,127,49.7
NY-089,St. Lawrence County,New York,47.7,5.9,129,41.8
NY-091,Saratoga County,New York,49.9,5,129,44.9
NY-093,Schenectady County,New York,50.9,5,129,46
NY-095,Schoharie County,New York,48.7,4.2,128,44.5
NY-097,Schuyler County,New York,49.9,4.4,129,45.5
NY-099,Seneca County,New York,51,4,128,47
NY-101,Steuben County,New York,49.8,4.7,129,45.2
NY-103,Suffolk County,New York,54.7,4.4,127,50.3
NY-105,Sullivan County,New York,49.6,4.4,128,45.2
NY-107,Tioga County,New York,50,4.2,128,45.8
NY-109,Tompkins County,New York,49.6,4,128,45.6
NY-111,Ulster County,New York,50.7,4.7,128,46
NY-113,Warren County,New York,47.2,4.9,128,42.3
NY-115,Washington County,New York,49.7,5.2,128,44.5
NY-117,Wayne County,New York,51,4.3,128,46.7
NY-119,Westchester County,New York,54.8,4.7,127,50
NY-121,Wyoming County,New York,49.6,4.9,129,44.7
NY-123,Yates County,New York,50.6,4.4,128,46.2
NC-001,Alamance County,North Carolina,60.7,2.6,125,58.1
NC-003,Alexander County,North Carolina,59.6,2.5,126,57.1
NC-005,Alleghany County,North Carolina,54.3,3.4,128,50.9
NC-007,Anson County,North Carolina,63.2,2.4,122,60.8
NC-009,Ashe County,North Carolina,52.7,2.8,128,49.9
NC-011,Avery County,North Carolina,51.7,2.6,126,49.2
NC-013,Beaufort County,North Carolina,62.8,1.8,118,61
NC-015,Bertie County,North Carolina,62.2,2.8,127,59.4
NC-017,Bladen County,North Carolina,63.7,2.1,120,61.7
NC-019,Brunswick County,North Carolina,64,1.6,112,62.5
